,street_name,Latitude,Longitude
541,SENG POH RD,1.2848984,103.8329619
542,HOUGANG ST 32,1.363442,103.895511
543,TAMPINES ST 86,1.3534178,103.9294461
544,HENDERSON RD,1.2834734,103.8202059
545,SUMANG WALK,1.4064635,103.8951798
546,CHOA CHU KANG AVE 7,1.372953,103.7480901
547,KEAT HONG CL,1.3745486,103.7422326
548,JURONG WEST CENTRAL 3,1.3405215,103.7059156
549,WOODLANDS CTR RD,1.4398121,103.7710821
550,MARINE PARADE CENTRAL,1.303508,103.9067741
551,ROCHOR RD,1.3006033,103.8559066
552,JALAN PASAR BARU,1.3201,103.8873
553,SELETAR WEST FARMWAY 6,1.3964684,103.8707059
554,MARGARET DRIVE,1.2964806,103.8108893
555,EAST COAST RD,1.3099621,103.9170189
556,KAMPONG BAHRU HILL,1.4175875,103.96954807407633
557,GEYLANG EAST AVE 2,1.3169779,103.8884919
558,HILLVIEW AVE,1.3586324,103.7633222
559,OUTRAM PK,1.2808682,103.83988410749787
560,SHORT ST,37.560402,-97.271318
561,HU CHING RD,1.3290616,103.7234428
562,LIM CHU KANG RD,1.4271534,103.7058346
563,NILE RD,1.2828,103.8175
564,JALAN MEMBINA BARAT,1.283347,103.826121
565,BUANGKOK STH FARMWAY 1,1.38838781397,103.987491735
566,ALEXANDRA RD,1.2735287,103.8020495
567,SEMBAWANG RD,1.453349,103.8317688
568,OUTRAM HILL,1.2842161,103.8362932
